Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description,,
BAF66879.1,1563.764946,0.32840521,0.175003838,1.876560046,0.060578418,0.300562702,AP009351.1,687027,687821,-,tagH,NWMN_0607,teichoic acid translocation ATP-binding protein,,
BAF66880.1,1692.384408,-0.071670715,0.333668623,-0.21479609,0.829926302,0.950615355,AP009351.1,688147,688980,+,tagG,NWMN_0608,teichoic acid ABC transporter permease protein,,
BAF66881.1,263.3320084,0.415284442,0.296398321,1.401102546,0.16118341,0.512179814,AP009351.1,689079,690182,+,tagB,NWMN_0609,teichoic acid biosynthesis protein B,,
BAF66882.1,216.3283527,0.250386192,0.311380759,0.804115811,0.421330094,0.778812924,AP009351.1,690179,691240,+,tagX,NWMN_0610,glycosyltransferase tagX,,
BAF66883.1,280.2208337,0.293762085,0.198760005,1.477973827,0.139414784,0.475348968,AP009351.1,691303,691701,+,tagD,NWMN_0611,teichoic acid biosynthesis protein D,,
BAF66884.1,892.2486765,-0.355735974,0.416108749,-0.854911065,0.392600384,0.7567818,AP009351.1,691818,693113,-,pbp4,NWMN_0612,penicillin-binding protein 4,,
BAF66885.1,1969.250339,-0.02143351,0.154693966,-0.138554271,0.889802381,0.970116559,AP009351.1,693534,695261,+,NWMN_0613,NWMN_0613,ABC transporter ATP-binding protein,,
BAF66886.1,3415.144194,-0.066431588,0.28520638,-0.232924621,0.81581994,0.946852959,AP009351.1,695620,696849,+,NWMN_0614,NWMN_0614,conserved hypothetical protein,,
BAF66887.1,446.4885701,-0.102961277,0.301100273,-0.341950128,0.732388424,0.925502162,AP009351.1,697374,698207,+,NWMN_0615,NWMN_0615,conserved hypothetical protein,,
BAF66888.1,934.4993455,0.035233483,0.211901925,0.166272596,0.867942431,0.96429824,AP009351.1,698489,699286,+,fhuA,NWMN_0616,ferrichrome transport ATP-binding protein fhuA,,
BAF66889.1,970.3151189,-0.349098096,0.218015324,-1.601254856,0.109320483,0.421609302,AP009351.1,699349,700326,+,fhuB,NWMN_0617,ferrichrome transport permease fhuB,,
BAF66890.1,805.5313995,-0.400312196,0.345880403,-1.157371717,0.247120524,0.628676465,AP009351.1,700323,701339,+,fhuG,NWMN_0618,ferrichrome transport permease fhuG,,
BAF66891.1,103.970931,1.391465297,0.343318025,4.052992258,5.06E-05,0.00133388,AP009351.1,701573,702541,+,NWMN_0619,NWMN_0619,conserved hypothetical protein,,
BAF66892.1,81.39814549,0.483223295,0.438457127,1.102099305,0.270418502,0.65367177,AP009351.1,702583,703167,+,NWMN_0620,NWMN_0620,conserved hypothetical protein,,
BAF66893.1,41.54951572,0.216440032,0.360679574,0.600089519,0.548446577,0.846569247,AP009351.1,703145,703522,+,NWMN_0621,NWMN_0621,conserved hypothetical protein,,
BAF66894.1,2064.456108,0.362971983,0.348343714,1.041993778,0.297414563,0.678769735,AP009351.1,703638,704135,+,NWMN_0622,NWMN_0622,conserved hypothetical protein,,
BAF66895.1,4577.762934,-0.342628164,0.331956286,-1.032148442,0.302002584,0.682646439,AP009351.1,704591,705658,+,NWMN_0623,NWMN_0623,conserved hypothetical protein,,
BAF66896.1,164.3589054,0.169010976,0.272396655,0.620459073,0.534955591,0.838876383,AP009351.1,705809,706852,+,lipA,NWMN_0624,lipase%2Festerase LipA,,
BAF66897.1,273.5279257,0.070889345,0.252860495,0.280349627,0.77920928,0.938233426,AP009351.1,707181,707609,+,NWMN_0625,NWMN_0625,conserved hypothetical protein,,
BAF66898.1,621.6003159,0.434804761,0.384661657,1.130356386,0.258326084,0.640102116,AP009351.1,707818,708324,-,NWMN_0626,NWMN_0626,conserved hypothetical protein,,
BAF66899.1,300.2898452,0.561352666,0.241779302,2.3217565,0.020246051,0.154292808,AP009351.1,708437,709360,+,NWMN_0627,NWMN_0627,conserved hypothetical protein,,
BAF66900.1,74.05420751,0.279098742,0.371957615,0.750350928,0.453043377,0.798340906,AP009351.1,709376,710050,+,graR,NWMN_0628,two-component DNA-binding response regulator,,
BAF66901.1,155.83244,-0.288714627,0.259795114,-1.111316617,0.266432089,0.650400707,AP009351.1,710043,711083,+,graS,NWMN_0629,two-component sensor histidine kinase,,
BAF66902.1,81.02127869,-0.134489915,0.327283553,-0.410927813,0.681125468,0.90647769,AP009351.1,711227,711988,+,vraF,NWMN_0630,ABC transporter ATP-binding protein VraF,,
BAF66903.1,241.8614794,-0.117267357,0.260888681,-0.449491932,0.653076827,0.891015493,AP009351.1,711966,713867,+,vraG,NWMN_0631,ABC-type transport system permease component VraG,,
BAF66904.1,897.7106792,-0.763465087,0.249207192,-3.063575654,0.002187089,0.029200593,AP009351.1,714592,715209,+,NWMN_0632,NWMN_0632,conserved hypothetical protein,,
BAF66905.1,804.6536414,-0.702258511,0.190006239,-3.695976053,0.000219044,0.0046135,AP009351.1,715225,716232,+,NWMN_0633,NWMN_0633,conserved hypothetical protein,,
BAF66906.1,1666.74335,-0.959077918,0.396294498,-2.420114138,0.015515636,0.128133689,AP009351.1,716820,717617,-,NWMN_0634,NWMN_0634,secretory antigen SsaA-like protein,,
BAF66907.1,685.5390742,0.182531756,0.228569814,0.798582072,0.424532786,0.781356213,AP009351.1,717978,718622,+,NWMN_0635,NWMN_0635,conserved hypothetical protein,,
BAF66908.1,193.3524306,0.465438039,0.223472465,2.082753414,0.037273706,0.225551579,AP009351.1,719319,721469,+,NWMN_0636,NWMN_0636,AraC family regulatory protein,,
BAF66909.1,51.92492227,0.257040235,0.359423739,0.715145405,0.4745192,0.809467283,AP009351.1,721549,721974,+,NWMN_0637,NWMN_0637,staphylococcal accessory regulator protein X,,
BAF66910.1,3916.092495,-0.344557748,0.187793853,-1.834765848,0.066540391,0.317856653,AP009351.1,722164,722880,+,NWMN_0638,NWMN_0638,conserved hypothetical protein,,
BAF66911.1,855.4220872,-0.276323853,0.186976037,-1.47785704,0.139446047,0.475348968,AP009351.1,722880,723353,+,NWMN_0639,NWMN_0639,conserved hypothetical protein,,
BAF66912.1,205.1738102,0.456733353,0.268668145,1.699990717,0.089132672,0.377511253,AP009351.1,723706,724350,+,NWMN_0640,NWMN_0640,conserved hypothetical protein,,
BAF66913.1,415.3059353,0.008390457,0.218155868,0.038460835,0.969320258,0.991022818,AP009351.1,724466,725332,+,NWMN_0641,NWMN_0641,conserved hypothetical protein,,
BAF66914.1,807.136802,-0.058374621,0.20740128,-0.281457378,0.778359615,0.938233426,AP009351.1,725671,726891,+,NWMN_0642,NWMN_0642,conserved hypothetical protein,,
BAF66915.1,564.2496913,-0.062631134,0.305593333,-0.204949283,0.83761175,0.951533333,AP009351.1,726888,727376,+,NWMN_0643,NWMN_0643,conserved hypothetical protein,,
BAF66916.1,196.0302463,0.263648183,0.285945247,0.922023309,0.356516418,0.735462282,AP009351.1,727475,728164,-,NWMN_0644,NWMN_0644,conserved hypothetical protein,,
BAF66917.1,5.847778369,-0.040017019,0.609868596,-0.065615806,0.947683705,NA,AP009351.1,728291,728734,+,NWMN_0645,NWMN_0645,conserved hypothetical protein,,
BAF66918.1,399.2743237,0.100987459,0.237770242,0.424727073,0.671035645,0.901486695,AP009351.1,728801,729196,+,NWMN_0646,NWMN_0646,conserved hypothetical protein,,
BAF66919.1,375.3185395,-0.050128473,0.323615235,-0.154901461,0.876899002,0.967526736,AP009351.1,729334,729633,+,NWMN_0647,NWMN_0647,conserved hypothetical protein,,
BAF66920.1,58.02237049,1.139387721,0.34961699,3.258959814,0.001118215,0.017213543,AP009351.1,729713,730255,+,NWMN_0648,NWMN_0648,conserved hypothetical protein,,
BAF66921.1,472.6304838,0.228993961,0.412756824,0.554791461,0.579037308,0.860100505,AP009351.1,730351,730917,-,NWMN_0649,NWMN_0649,conserved hypothetical protein,,
BAF66922.1,504.0627757,0.126388046,0.257002054,0.491778349,0.622876044,0.87999549,AP009351.1,730919,731377,-,NWMN_0650,NWMN_0650,conserved hypothetical protein,,
BAF66923.1,537.4371848,-0.128261908,0.267027966,-0.480331368,0.630991788,0.883230049,AP009351.1,731380,732063,-,NWMN_0651,NWMN_0651,conserved hypothetical protein,,
BAF66924.1,789.6624685,0.298456237,0.400943221,0.744385292,0.456643414,0.800036895,AP009351.1,732235,733110,-,bacA,NWMN_0652,undecaprenyl-diphosphatase,,
BAF66925.1,1618.864779,-0.105824126,0.345890155,-0.305947206,0.759644843,0.934550617,AP009351.1,733329,734960,+,NWMN_0653,NWMN_0653,ABC transporter%2C ATP-binding MsbA family protein,,
BAF66926.1,1608.79165,0.039412459,0.371530302,0.106081412,0.915517759,0.978123157,AP009351.1,734957,736630,+,NWMN_0654,NWMN_0654,ABC transporter%2C ATP-binding MsbA family protein,,
BAF66927.1,11141.98997,-0.384282547,0.327562679,-1.173157297,0.240732733,0.622603914,AP009351.1,736757,737200,-,NWMN_0655,NWMN_0655,MarR family regulatory protein,,
BAF66928.1,73.01432744,0.18349821,0.254815383,0.720122185,0.471449769,0.806507648,AP009351.1,737427,738353,+,NWMN_0656,NWMN_0656,cobalamin synthesis protein%2C P47K family protein,,
BAF66929.1,718.3650127,-0.059774842,0.153283559,-0.389962515,0.696564265,0.913110196,AP009351.1,738456,739364,+,NWMN_0657,NWMN_0657,oxidoreductase,,
BAF66930.1,16.59754988,-0.073991059,0.393327419,-0.188115691,0.850785961,0.959063845,AP009351.1,739399,739686,+,NWMN_0658,NWMN_0658,conserved hypothetical protein,,
BAF66931.1,164.282828,-0.149999101,0.278292762,-0.538997492,0.589888585,0.865671678,AP009351.1,739969,741522,+,NWMN_0659,NWMN_0659,anion transporter family protein,,
BAF66932.1,391.7380063,-0.276354448,0.35951508,-0.768686664,0.442079344,0.794358725,AP009351.1,741608,742981,+,NWMN_0660,NWMN_0660,conserved hypothetical protein,,
BAF66933.1,59.37753461,0.083607497,0.347419831,0.240652634,0.809824352,0.945939729,AP009351.1,743136,743420,-,NWMN_0661,NWMN_0661,conserved hypothetical protein,,
BAF66934.1,249.3871983,-0.027570055,0.313608475,-0.087912339,0.929946349,0.980359725,AP009351.1,743417,744037,-,NWMN_0662,NWMN_0662,conserved hypothetical protein,,
BAF66935.1,42.62068818,-0.305988389,0.320041862,-0.956088641,0.339027453,0.719049592,AP009351.1,744220,744642,-,NWMN_0663,NWMN_0663,conserved hypothetical protein,,
BAF66936.1,309.3432728,-0.310717822,0.195123803,-1.592413725,0.111291774,0.424438861,AP009351.1,744851,746017,+,norA,NWMN_0664,quinolone resistance norA protein,,
BAF66937.1,151.7148991,-0.506631412,0.345660929,-1.465688972,0.14273304,0.480552254,AP009351.1,746310,746762,+,NWMN_0665,NWMN_0665,conserved hypothetical protein,,
BAF66938.1,55.2903703,-0.256213002,0.385127607,-0.665267817,0.505879211,0.827482962,AP009351.1,746936,747418,+,NWMN_0666,NWMN_0666,conserved hypothetical protein,,
BAF66939.1,172.5607474,-0.231760961,0.272695654,-0.849888722,0.395386957,0.757859867,AP009351.1,747671,748432,+,NWMN_0667,NWMN_0667,fructose operon transcriptional regulator,,
BAF66940.1,890.4029215,-0.148507755,0.474075316,-0.313257726,0.754084865,0.933678787,AP009351.1,748429,749349,+,fruB,NWMN_0668,fructose 1-phosphate kinase,,
BAF66941.1,4377.116189,-0.0310285,0.197912716,-0.15677871,0.875419252,0.967072213,AP009351.1,749355,751313,+,fruA,NWMN_0669,fructose specific permease,,
BAF66942.1,325.9027859,0.33183204,0.270046766,1.228794718,0.219148782,0.592759822,AP009351.1,751621,752802,+,nagA,NWMN_0670,N-acetylglucosamine-6-phosphate deacetylase,,
BAF66943.1,1979.222684,-0.408410864,0.259070609,-1.576446152,0.114923019,0.432773172,AP009351.1,753023,754372,+,NWMN_0671,NWMN_0671,conserved hypothetical protein,,
BAF66944.1,200.409234,-0.010177666,0.294442825,-0.034565849,0.972425934,0.99233099,AP009351.1,754594,755433,+,NWMN_0672,NWMN_0672,aldo%2Fketo reductase family protein,,
BAF66945.1,253.5793496,0.370690581,0.242458325,1.528883697,0.126293278,0.44751422,AP009351.1,755565,756548,+,NWMN_0673,NWMN_0673,conserved hypothetical protein,,
BAF66946.1,7147.76657,-0.023298674,0.250284574,-0.093088732,0.925833069,0.97973872,AP009351.1,756620,757675,-,saeS,NWMN_0674,sensor histidine kinase SaeS,,
BAF66947.1,5427.812101,-0.050246735,0.361052923,-0.139167231,0.889318003,0.970116559,AP009351.1,757675,758361,-,saeR,NWMN_0675,DNA-binding response regulator SaeR,,
BAF66948.1,3100.062923,-0.190166159,0.318888289,-0.596340993,0.550947451,0.846569247,AP009351.1,758336,758809,-,NWMN_0676,NWMN_0676,conserved hypothetical protein,,
BAF66949.1,12823.78766,-0.399128169,0.175548839,-2.273601868,0.022989935,0.166535945,AP009351.1,759151,759591,-,NWMN_0677,NWMN_0677,conserved hypothetical protein,,
BAF66950.1,299.2296026,-0.051574843,0.354902596,-0.145321119,0.884457341,0.969965012,AP009351.1,759871,760455,-,NWMN_0678,NWMN_0678,conserved hypothetical protein,,
BAF66951.1,623.0842484,-1.13212874,0.393263564,-2.878804047,0.003991863,0.04695191,AP009351.1,760554,761267,-,NWMN_0679,NWMN_0679,conserved hypothetical protein,,
BAF66952.1,183.7856194,-1.122081813,0.384752672,-2.916371725,0.003541283,0.043026878,AP009351.1,761271,761690,-,NWMN_0680,NWMN_0680,6-pyruvoyl tetrahydropterin synthase,,
BAF66953.1,333.4970499,-0.835849733,0.42361354,-1.973142151,0.048479369,0.26663653,AP009351.1,761692,762360,-,NWMN_0681,NWMN_0681,conserved hypothetical protein,,
BAF66954.1,240.8462948,0.495127529,0.218675988,2.264206201,0.023561435,0.169355608,AP009351.1,762711,763304,+,pabA,NWMN_0682,para-aminobenzoate synthase component II,,
BAF66955.1,781.1357564,-0.197978307,0.333296693,-0.594000215,0.552511969,0.84667017,AP009351.1,763288,764439,+,pabB,NWMN_0683,anthranilate%2Fpara-aminobenzoate synthase component I,,
BAF66956.1,321.6537191,-0.131079082,0.379723053,-0.345196536,0.729946623,0.925502162,AP009351.1,764439,765047,+,pabC,NWMN_0684,4-amino-4-deoxychorismate lyase,,
BAF66957.1,551.623958,-0.131842382,0.377582045,-0.349175454,0.726957593,0.92543329,AP009351.1,765407,766117,+,NWMN_0685,NWMN_0685,conserved hypothetical protein,,
BAF66958.1,964.3762592,-0.219365012,0.387343874,-0.566331435,0.571168495,0.855965141,AP009351.1,766101,767105,+,NWMN_0686,NWMN_0686,allophanate hydrolase subunit 2,,
BAF66959.1,6655.830852,0.050604563,0.244612936,0.20687607,0.836106646,0.950900693,AP009351.1,767579,769519,+,NWMN_0687,NWMN_0687,conserved hypothetical protein,,
BAF66960.1,436.2975736,0.342674426,0.315131801,1.087400335,0.276859923,0.660874062,AP009351.1,769790,771673,+,NWMN_0688,NWMN_0688,ABC transporter%2C ATP-binding protein,,
BAF66961.1,665.9218517,-0.252403229,0.203190113,-1.242202318,0.214161925,0.585684901,AP009351.1,771685,773466,+,recQ,NWMN_0689,ATP-dependent DNA helicase,,
BAF66962.1,1059.347742,0.422692181,0.255403252,1.654999212,0.097924658,0.400694721,AP009351.1,773688,774665,+,NWMN_0690,NWMN_0690,osmoprotectant ABC transporter%2C ATP-binding protein,,
BAF66963.1,1655.905498,-0.139030675,0.329429588,-0.422034572,0.672999783,0.902716525,AP009351.1,774658,776172,+,NWMN_0691,NWMN_0691,ABC transporter permease protein,,
BAF66964.1,229.9951885,0.2116142,0.23804024,0.888984987,0.374011149,0.746766169,AP009351.1,776412,777470,+,hisC,NWMN_0692,histidinol-phosphate aminotransferase,,
BAF66965.1,955.6768357,0.032497,0.308070904,0.105485456,0.91599061,0.978123157,AP009351.1,777821,778363,+,NWMN_0693,NWMN_0693,conserved hypothetical protein,,
BAF66966.1,11.91628217,0.232981601,0.468950456,0.496814957,0.619319547,0.879282987,AP009351.1,778439,778609,-,NWMN_0694,NWMN_0694,conserved hypothetical protein,,
BAF66967.1,380.1983636,0.079213001,0.360350872,0.219821865,0.82600989,0.949501421,AP009351.1,779043,779960,-,NWMN_0695,NWMN_0695,conserved hypothetical protein,,
BAF66968.1,1430.004205,-0.457869777,0.303531259,-1.508476519,0.131432612,0.459887194,AP009351.1,780230,781735,-,NWMN_0696,NWMN_0696,di-%2Ftripeptide ABC transporter,,
BAF66969.1,396.2440781,-0.902777548,0.33046971,-2.731801195,0.006298914,0.066592017,AP009351.1,782076,782576,-,NWMN_0697,NWMN_0697,7-cyano-7-deazaguanine reductase,,
BAF66970.1,1333.640733,-0.836452102,0.275102256,-3.040513419,0.002361752,0.030981228,AP009351.1,782596,783462,-,NWMN_0698,NWMN_0698,conserved hypothetical protein,,
BAF66971.1,631.1296879,0.307535312,0.268230872,1.146532125,0.251575043,0.633781812,AP009351.1,784263,784661,+,nrdI,NWMN_0699,ribonucleotide reduction-related NrdI protein,,
BAF66972.1,2745.458669,-0.923791916,0.363932846,-2.538358178,0.011137393,0.101374531,AP009351.1,784573,786729,+,nrdE,NWMN_0700,ribonucleotide-diphosphate reductase alpha chain,,
BAF66973.1,2475.814383,-0.916605015,0.144486424,-6.343883333,2.24E-10,1.69E-08,AP009351.1,786847,787818,+,nrdF,NWMN_0701,ribonucleotide-diphosphate reductase beta chain,,
BAF66974.1,132.9156518,0.010055095,0.288645066,0.0348355,0.972210913,0.992300108,AP009351.1,788526,789497,+,NWMN_0702,NWMN_0702,ferrichrome ABC transporter permease,,
BAF66975.1,102.9421755,-0.729302001,0.29098711,-2.506303463,0.012200086,0.107622189,AP009351.1,789484,790440,+,NWMN_0703,NWMN_0703,iron compound ABC transporter%2C permease protein,,
BAF66976.1,69.99923199,-0.569956835,0.392527291,-1.452018364,0.146496499,0.487783074,AP009351.1,790437,791198,+,NWMN_0704,NWMN_0704,ABC transporter ATP-binding protein,,
BAF66977.1,575.6734808,-1.22653156,0.216016758,-5.677946343,1.36E-08,8.05E-07,AP009351.1,791317,792345,+,NWMN_0705,NWMN_0705,ferrichrome ABC transporter lipoprotein,,
BAF66978.1,350.0333165,-0.438353609,0.202758525,-2.161949091,0.0306221,0.198805847,AP009351.1,792662,792976,-,NWMN_0706,NWMN_0706,conserved hypothetical protein,,
BAF66979.1,592.7671648,-0.270666509,0.171065522,-1.582238817,0.113595062,0.429589433,AP009351.1,792994,793917,-,murB,NWMN_0707,UDP-N-acetylenolpyruvoylglucosamine reductase,,
BAF66980.1,26.34261783,-0.992605692,0.469554213,-2.113932031,0.034521073,0.215730368,AP009351.1,794044,794562,-,NWMN_0708,NWMN_0708,conserved hypothetical protein,,
BAF66981.1,157.2937183,0.133278754,0.223604748,0.596046171,0.551144383,0.846569247,AP009351.1,794682,795560,+,NWMN_0709,NWMN_0709,conserved hypothetical protein,,
BAF66982.1,534.2393583,-0.345797812,0.389648624,-0.887460626,0.374830956,0.746766169,AP009351.1,795714,796034,+,NWMN_0710,NWMN_0710,conserved hypothetical protein,,
BAF66983.1,804.9103339,0.051694897,0.232044571,0.222780032,0.82370671,0.949501421,AP009351.1,796459,797583,+,NWMN_0711,NWMN_0711,conserved hypothetical protein,,
BAF66984.1,537.6120273,-0.10873321,0.178978651,-0.607520556,0.543505505,0.84528017,AP009351.1,797772,798998,-,pepT,NWMN_0712,peptidase T,,
BAF66985.1,96.50121207,-0.034694168,0.358747807,-0.096709072,0.922957435,0.979177582,AP009351.1,799012,799506,-,NWMN_0713,NWMN_0713,conserved hypothetical protein,,
BAF66986.1,74.90552486,0.366085964,0.305294501,1.199124003,0.230479732,0.607360785,AP009351.1,799524,800285,-,NWMN_0714,NWMN_0714,conserved hypothetical protein,,
BAF66987.1,734.3366655,-0.398647994,0.172093693,-2.316459054,0.020533218,0.15518429,AP009351.1,800481,801551,-,NWMN_0715,NWMN_0715,GGDEF domain protein,,
BAF66988.1,896.3596452,0.048105047,0.284688691,0.168974211,0.865816927,0.963516113,AP009351.1,801869,802924,+,llm,NWMN_0716,lipophilic regulator protein,,
BAF66989.1,594.9798366,0.483415286,0.38579523,1.253035933,0.21019263,0.577737355,AP009351.1,803094,803735,-,NWMN_0717,NWMN_0717,conserved hypothetical protein,,
BAF66990.1,2133.734699,-0.523484235,0.250800355,-2.087254758,0.036865112,0.224579618,AP009351.1,803879,804745,+,NWMN_0718,NWMN_0718,conserved hypothetical protein,,
BAF66991.1,26.56178823,-0.064952326,0.47186027,-0.13765161,0.890515765,0.970116559,AP009351.1,805109,806191,+,NWMN_0719,NWMN_0719,conserved hypothetical protein,,
BAF66992.1,16.20635935,0.109045105,0.46227918,0.235885822,0.81352127,0.945939729,AP009351.1,806184,806858,+,NWMN_0720,NWMN_0720,conserved hypothetical protein,,
BAF66993.1,4501.208627,0.471583608,0.427502467,1.103113185,0.269978016,0.653575858,AP009351.1,806919,807491,+,NWMN_0721,NWMN_0721,sigma 54 modulation protein,,
BAF66994.1,4891.178609,-0.130653719,0.167633395,-0.779401496,0.435743243,0.787962989,AP009351.1,807905,810436,+,secA,NWMN_0722,preprotein translocase SecA subunit,,
BAF66995.1,885.7200528,-0.330936905,0.148883191,-2.222795622,0.026229584,0.179510783,AP009351.1,810866,811861,+,prfB,NWMN_0723,peptide chain release factor 2%2C programmed frameshift,,
BAF66996.1,49.26886605,-0.631780868,0.266535579,-2.370343466,0.017771567,0.140426577,AP009351.1,812270,813109,+,NWMN_0724,NWMN_0724,conserved hypothetical protein,,
BAF66997.1,288.2126408,0.624254967,0.214598746,2.90894043,0.00362656,0.04369562,AP009351.1,813283,813933,+,NWMN_0725,NWMN_0725,conserved hypothetical protein,,
BAF66998.1,292.4261022,0.290472192,0.26901272,1.07977122,0.28024407,0.662971823,AP009351.1,814435,816420,+,uvrB,NWMN_0726,excinuclease ABC subunit B,,
