Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description
BAF67098.1,1678.716842,0.508613015,0.265313335,1.917027714,0.055234411,1.98E-01,AP009351.1,913067,914194,+,NWMN_0826,NWMN_0826,NADH-dependent flavin oxidoreductase
BAF67099.1,462.4073802,0.064279965,0.395096164,0.162694481,0.870758992,9.35E-01,AP009351.1,914502,915692,+,NWMN_0827,NWMN_0827,ornithine-oxo-acid transaminase
BAF67100.1,1378.998209,0.546651747,0.167161672,3.27019788,0.001074723,1.10E-02,AP009351.1,915759,917045,+,gudB,NWMN_0828,NAD-specific glutamate dehydrogenase
BAF67101.1,31.82461321,0.850160548,0.352865881,2.409302215,0.015983057,8.62E-02,AP009351.1,917215,917616,+,NWMN_0829,NWMN_0829,hypothetical protein
BAF67102.1,40.83701719,-0.068195945,0.301382977,-0.2262767,0.820986219,9.04E-01,AP009351.1,917548,918477,-,glpQ,NWMN_0830,glycerophosphoryl diester phosphodiesterase
BAF67103.1,151.7548573,-1.608526302,0.272115074,-5.911198823,3.40E-09,1.45E-07,AP009351.1,918719,920098,-,argH,NWMN_0831,argininosuccinate lyase
BAF67104.1,216.9424657,-0.886541918,0.327601541,-2.706159181,0.006806641,4.62E-02,AP009351.1,920088,921293,-,argG,NWMN_0832,argininosuccinate synthase
BAF67105.1,4634.195667,-0.930734593,0.317298405,-2.933310031,0.003353688,2.74E-02,AP009351.1,921644,922975,+,pgi,NWMN_0833,glucose-6-phosphate isomerase
BAF67106.1,1271.770546,-0.04957704,0.195716007,-0.253311116,0.800027806,8.91E-01,AP009351.1,923300,923875,+,NWMN_0834,NWMN_0834,conserved hypothetical protein
BAF67107.1,1187.138952,0.288356421,0.215854007,1.33588635,0.181586423,4.03E-01,AP009351.1,923880,924404,+,spsA,NWMN_0835,type-I signal peptidase A component
BAF67108.1,611.4745048,-0.012071901,0.237044397,-0.05092675,0.95938389,9.78E-01,AP009351.1,924420,924995,+,spsB,NWMN_0836,signal peptidase IB
BAF67109.1,211.2437142,-0.608154744,0.316140936,-1.923682368,0.054394409,1.97E-01,AP009351.1,925155,928631,+,rexB,NWMN_0837,exonuclease RexB
BAF67110.1,402.8806601,-0.686728816,0.365045134,-1.881216189,0.059942516,2.07E-01,AP009351.1,928632,932285,+,rexA,NWMN_0838,exonuclease RexA
BAF67111.1,8059.09169,-0.646427084,0.255654296,-2.528520323,0.011454445,6.80E-02,AP009351.1,932451,933353,+,NWMN_0839,NWMN_0839,fumarylacetoacetate hydrolase family protein
BAF67112.1,493.6802666,1.29598817,0.382485015,3.388337106,0.000703178,7.59E-03,AP009351.1,933682,934071,+,NWMN_0840,NWMN_0840,conserved hypothetical protein
BAF67113.1,3731.602664,-0.766326843,0.187362016,-4.090086444,4.31E-05,7.11E-04,AP009351.1,934242,935558,-,cdr,NWMN_0841,coenzyme A disulfide reductase
BAF67114.1,1206.717448,-0.506387678,0.364398591,-1.389653228,0.164634204,3.82E-01,AP009351.1,935610,936434,-,NWMN_0842,NWMN_0842,conserved hypothetical protein
BAF67115.1,1985.830096,1.049724924,0.444128658,2.363560434,0.018100274,9.45E-02,AP009351.1,936539,936856,+,NWMN_0843,NWMN_0843,conserved hypothetical protein
BAF67116.1,88.32558176,0.609983526,0.302816383,2.014367648,0.043970948,1.73E-01,AP009351.1,937403,939217,+,clpB,NWMN_0844,conserved hypothetical protein
BAF67117.1,1818.393919,0.226537908,0.226915542,0.998335797,NA,NA,AP009351.1,939420,942029,+,NWMN_0845,NWMN_0845,ATP-dependent Clp protease%2C ATP-binding subunit ClpB
BAF67118.1,9.135988502,0.637383848,0.578389865,1.101996916,0.270463012,4.99E-01,AP009351.1,942088,942957,-,NWMN_0846,NWMN_0846,LysR family regulatory protein
BAF67119.1,5.476971849,-0.212178763,0.664339809,-0.319382881,0.74943619,NA,AP009351.1,943067,944212,+,NWMN_0847,NWMN_0847,conserved hypothetical protein
BAF67120.1,7.750436987,-0.628446135,0.581033423,-1.081600661,0.279430011,5.09E-01,AP009351.1,944196,944837,+,NWMN_0848,NWMN_0848,conserved hypothetical protein
BAF67121.1,27.62822623,0.07020359,0.342012269,0.20526629,0.83736408,9.14E-01,AP009351.1,944830,945948,+,NWMN_0849,NWMN_0849,conserved hypothetical protein
BAF67122.1,50.66968576,-0.629718077,0.358479777,-1.756634873,0.078980065,2.47E-01,AP009351.1,945932,946447,+,NWMN_0850,NWMN_0850,conserved hypothetical protein
BAF67123.1,337.2394507,-0.20213072,0.331615757,-0.60953292,0.542171259,7.34E-01,AP009351.1,946758,947192,+,NWMN_0851,NWMN_0851,truncated MHC class II analog protein
BAF67124.1,6.578230285,0.333575191,0.601628411,0.554453853,0.579268279,NA,AP009351.1,947372,947686,+,NWMN_0852,NWMN_0852,conserved hypothetical protein
BAF67125.1,5623.449045,-0.709960447,0.305757542,-2.321971985,0.020234444,1.02E-01,AP009351.1,947929,948870,+,NWMN_0853,NWMN_0853,3-oxoacyl-%28acyl-carrier-protein%29 synthase III
BAF67126.1,7060.419013,-0.365297769,0.18692729,-1.954223857,0.050674749,1.89E-01,AP009351.1,948882,950126,+,NWMN_0854,NWMN_0854,3-oxoacyl-%28acyl-carrier-protein%29 synthase II
BAF67127.1,71.5682616,1.542315167,0.444880664,3.466806473,0.000526681,5.86E-03,AP009351.1,950181,950552,-,oppB,NWMN_0855,conserved hypothetical protein
BAF67128.1,59.54809749,-0.734373059,0.310554727,-2.364713836,0.018044007,9.43E-02,AP009351.1,950795,951721,+,NWMN_0856,NWMN_0856,oligopeptide transport system permease protein
BAF67129.1,47.44068601,-0.998771534,0.378310361,-2.640085067,0.008288522,5.36E-02,AP009351.1,951721,952791,+,oppC,NWMN_0857,oligopeptide ABC transporter%2C permease protein
BAF67130.1,42.40390125,-0.512357115,0.331770814,-1.54431039,0.122513157,3.21E-01,AP009351.1,952808,953890,+,oppD,NWMN_0858,oligopeptide transport ATP-binding protein
BAF67131.1,33.21962643,-0.765306791,0.393946146,-1.942668558,0.052056218,1.91E-01,AP009351.1,953880,954821,+,oppF,NWMN_0859,oligopeptide ABC transporter%2C ATP-binding protein
BAF67132.1,264.4853271,-0.656549607,0.231535605,-2.835631299,0.004573521,3.47E-02,AP009351.1,954840,956495,+,NWMN_0860,NWMN_0860,conserved hypothetical protein
BAF67133.1,3.577124411,-0.450535848,0.745755768,-0.604133239,0.545755062,NA,AP009351.1,956707,958422,+,NWMN_0861,NWMN_0861,oligopeptide ABC transporter%2C oligopeptide-binding protein
BAF67134.1,1.87134819,-0.853852894,0.859017919,-0.993987291,0.320229055,NA,AP009351.1,958473,959459,+,appF,NWMN_0862,conserved hypothetical protein
BAF67135.1,4.019267753,0.947581824,0.714871635,1.325527239,0.184996341,NA,AP009351.1,959462,960442,+,NWMN_0863,NWMN_0863,oligopeptide ABC transporter%2C ATP-binding protein
BAF67136.1,15.56294257,0.064290224,0.436965751,0.147128749,0.883030398,9.41E-01,AP009351.1,960435,961397,+,NWMN_0864,NWMN_0864,conserved hypothetical protein
BAF67137.1,58.58902217,0.49932309,0.349245694,1.429718675,0.152797778,3.65E-01,AP009351.1,961409,962290,+,NWMN_0865,NWMN_0865,oligopeptide ABC transporter%2C permease protein
BAF67138.1,1386.974779,-0.632856648,0.157278059,-4.023807596,5.73E-05,9.14E-04,AP009351.1,962332,963321,-,trpS,NWMN_0866,tryptophanyl-tRNA synthetase
BAF67139.1,11064.952,0.605030516,0.402011313,1.505008681,0.132321845,3.37E-01,AP009351.1,963616,964011,+,NWMN_0867,NWMN_0867,conserved hypothetical protein
BAF67140.1,6070.006102,0.372090734,0.20359179,1.827631328,0.067604901,2.24E-01,AP009351.1,964382,965101,+,NWMN_0868,NWMN_0868,conserved hypothetical protein
BAF67141.1,6.95774366,-0.137121876,0.584696277,-0.234518127,0.814582763,9.00E-01,AP009351.1,965222,966208,+,NWMN_0869,NWMN_0869,conserved hypothetical protein
BAF67142.1,1477.043011,-1.2472255,0.31182742,-3.999730048,6.34E-05,9.95E-04,AP009351.1,966256,968064,+,NWMN_0870,NWMN_0870,oligoendopeptidase F
BAF67143.1,6.956231921,-0.078076241,0.562787947,-0.138731189,0.889662571,9.42E-01,AP009351.1,968294,968395,+,NWMN_0871,NWMN_0871,hypothetical protein
BAF67144.1,385.405112,-0.315885898,0.191324761,-1.651045563,0.098729272,2.82E-01,AP009351.1,968524,969330,-,NWMN_0872,NWMN_0872,GTP pyrophosphokinase
BAF67145.1,393.038004,0.289010287,0.213431218,1.354114407,0.175699881,3.96E-01,AP009351.1,969353,969718,-,NWMN_0873,NWMN_0873,protozoan%2Fcyanobacterial globin family protein
BAF67146.1,73.76088804,-0.430490988,0.303832473,-1.416869581,0.156521062,3.71E-01,AP009351.1,969822,970415,-,NWMN_0874,NWMN_0874,conserved hypothetical protein
BAF67147.1,112.4232318,-0.215409129,0.306463474,-0.702886796,0.4821263,6.89E-01,AP009351.1,970601,970948,+,NWMN_0875,NWMN_0875,conserved hypothetical protein
BAF67148.1,174.7417758,-0.462430468,0.443915422,-1.0417085,0.297546847,5.27E-01,AP009351.1,970965,971600,+,NWMN_0876,NWMN_0876,GTP pyrophosphokinase
BAF67149.1,480.2744298,-0.53182294,0.174735957,-3.043580439,0.002337809,2.10E-02,AP009351.1,971617,972426,+,NWMN_0877,NWMN_0877,inorganic polyphosphate%2FATP-NAD kinase
BAF67150.1,77.50394148,-0.181497245,0.336991993,-0.538580288,0.590176492,7.64E-01,AP009351.1,972423,973277,+,NWMN_0878,NWMN_0878,RNA pseudouridylate synthase
BAF67151.1,306.6265673,-0.417211605,0.3844792,-1.085134399,0.277862134,5.07E-01,AP009351.1,973298,974683,+,NWMN_0879,NWMN_0879,magnesium transporter
BAF67152.1,585.8464678,-0.472406742,0.438685693,-1.076868358,0.281539081,5.12E-01,AP009351.1,974693,976537,+,NWMN_0880,NWMN_0880,monovalent cation%2FH%2B antiporter-2 %28CPA2%29 family protein
BAF67153.1,3439.488045,0.249967672,0.291333142,0.858013167,0.390885193,6.15E-01,AP009351.1,976815,977585,+,NWMN_0881,NWMN_0881,enoyl-%28acyl carrier protein%29 reductase
BAF67154.1,1738.151753,0.170433483,0.290405815,0.586880407,0.55728403,7.44E-01,AP009351.1,977780,978865,-,NWMN_0882,NWMN_0882,conserved hypothetical protein
BAF67155.1,248.170288,0.052601506,0.29072588,0.180931625,0.856421245,9.26E-01,AP009351.1,979147,980775,+,NWMN_0883,NWMN_0883,Na%2B%2Falanine symporter family protein
BAF67156.1,70.77544538,0.307400802,0.252494753,1.217454218,0.223431445,4.50E-01,AP009351.1,980917,981675,+,NWMN_0884,NWMN_0884,conserved hypothetical protein
BAF67157.1,1174.683299,1.200620648,0.389875955,3.079493957,0.002073526,1.89E-02,AP009351.1,981869,982378,+,NWMN_0885,NWMN_0885,2%27%2C5%27 RNA ligase
BAF67158.1,1212.440641,0.535397466,0.25049054,2.137395947,0.032565801,1.41E-01,AP009351.1,982491,983681,-,NWMN_0886,NWMN_0886,conserved hypothetical protein
BAF67159.1,3110.752412,-0.121260883,0.282454387,-0.42931138,0.667696636,8.17E-01,AP009351.1,983659,984834,-,murG,NWMN_0887,UDP-glucose diacylglycerol glucosyltransferase
BAF67160.1,515.2596759,-0.332041738,0.284591495,-1.166731066,0.243318993,4.71E-01,AP009351.1,985267,986748,+,murE,NWMN_0888,UDP-N-acetylmuramoylalanyl-D-glutamate-2%2C 6-diaminopimelate ligase
BAF67161.1,175.6191215,-0.684473372,0.462978005,-1.47841445,0.13929688,3.48E-01,AP009351.1,986729,986992,+,NWMN_0889,NWMN_0889,conserved hypothetical protein
BAF67162.1,1224.006485,-0.698137861,0.285430449,-2.44591235,0.014448612,8.02E-02,AP009351.1,986992,988554,+,NWMN_0890,NWMN_0890,peptide chain release factor 3
BAF67163.1,2217.674026,1.110210844,0.427218603,2.598694992,0.009357888,5.87E-02,AP009351.1,988856,989659,+,NWMN_0891,NWMN_0891,conserved hypothetical protein
BAF67164.1,531.8478041,-0.314225038,0.263414146,-1.192893559,0.232911062,4.59E-01,AP009351.1,989878,992202,+,htrA,NWMN_0892,serine protease HtrA
BAF67165.1,968.9992881,0.088311801,0.199178421,0.443380364,0.657490636,8.10E-01,AP009351.1,992219,993577,+,NWMN_0893,NWMN_0893,Na%2B transporting ATP synthase
BAF67166.1,482.0495457,-0.204005306,0.185844793,-1.097718707,0.272327338,5.01E-01,AP009351.1,993713,995227,+,NWMN_0894,NWMN_0894,5%27 nucleotidase family protein
BAF67167.1,136.0196011,-0.908863131,0.2755211,-3.298706094,0.000971315,1.00E-02,AP009351.1,995714,996283,-,comK,NWMN_0895,competence transcription factor ComK homolog
BAF67168.1,852.3064508,-1.780982131,0.416846679,-4.272511264,1.93E-05,3.49E-04,AP009351.1,996493,996717,+,NWMN_0896,NWMN_0896,conserved hypothetical protein
BAF67169.1,1472.947153,-0.177577346,0.190530835,-0.93201369,0.35132945,5.81E-01,AP009351.1,996792,997778,-,NWMN_0897,NWMN_0897,lipoate-protein ligase A
BAF67170.1,2648.978884,0.924383854,0.417564716,2.213749912,0.026845987,1.24E-01,AP009351.1,997977,998153,+,NWMN_0898,NWMN_0898,conserved hypothetical protein
BAF67171.1,2759.578042,0.895537533,0.4205111,2.129640648,0.033201292,1.43E-01,AP009351.1,998168,998770,+,NWMN_0899,NWMN_0899,conserved hypothetical protein
BAF67172.1,11.67210646,-0.192810772,0.581801875,-0.331402803,0.740340248,8.60E-01,AP009351.1,999832,1000005,+,NWMN_0900,NWMN_0900,hypothetical protein
BAF67173.1,16.74088701,-0.473552776,0.514330258,-0.920717319,0.357198031,5.87E-01,AP009351.1,1000114,1002078,+,NWMN_0901,NWMN_0901,conserved hypothetical protein
BAF67174.1,6.032088909,0.421241637,0.602580542,0.699062794,0.484512789,NA,AP009351.1,1002081,1002401,+,NWMN_0902,NWMN_0902,conserved hypothetical protein
BAF67175.1,16.92959377,0.291372792,0.404553794,0.720232503,0.471381855,6.81E-01,AP009351.1,1002398,1003039,+,NWMN_0903,NWMN_0903,conserved hypothetical protein
BAF67176.1,796.9001375,0.68367588,0.464555394,1.471677843,0.141107894,3.50E-01,AP009351.1,1003127,1003417,-,NWMN_0904,NWMN_0904,conserved hypothetical protein
BAF67177.1,16.46780121,-0.397597484,0.419254149,-0.948344781,0.342953961,5.73E-01,AP009351.1,1003696,1003983,+,NWMN_0905,NWMN_0905,conserved hypothetical protein
BAF67178.1,165.7190352,-0.499980239,0.270644532,-1.847368709,0.064693721,2.18E-01,AP009351.1,1003989,1005470,+,NWMN_0906,NWMN_0906,glycosyl transferase%2C group 1 family protein
BAF67179.1,1579.853911,1.281449184,0.420479936,3.047586993,0.002306867,2.08E-02,AP009351.1,1005559,1005936,-,NWMN_0907,NWMN_0907,conserved hypothetical protein
BAF67180.1,79.27540751,0.819546947,0.324704429,2.523978344,0.011603508,6.86E-02,AP009351.1,1006392,1007351,+,NWMN_0908,NWMN_0908,conserved hypothetical protein
BAF67181.1,157.0352116,0.64053078,0.391226705,1.637236855,0.101580989,2.87E-01,AP009351.1,1007592,1007882,-,NWMN_0909,NWMN_0909,conserved hypothetical protein
BAF67182.1,160.435357,0.467329902,0.260325417,1.795175855,0.072625686,2.33E-01,AP009351.1,1007972,1008523,+,NWMN_0910,NWMN_0910,conserved hypothetical protein
BAF67183.1,1281.430213,0.350744132,0.406432962,0.862981511,0.388147633,6.13E-01,AP009351.1,1008575,1009513,-,NWMN_0911,NWMN_0911,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase
BAF67184.1,510.5204388,-0.410759506,0.268897741,-1.527567706,0.126619905,3.28E-01,AP009351.1,1009686,1011056,+,NWMN_0912,NWMN_0912,conserved hypothetical protein
BAF67185.1,732.8347904,-0.776626307,0.457317385,-1.698221701,0.089465926,2.65E-01,AP009351.1,1011043,1012716,+,memD,NWMN_0913,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylic acid synthase
BAF67186.1,779.7070632,-0.654305758,0.30150975,-2.170098178,0.029999409,1.33E-01,AP009351.1,1012703,1013506,+,NWMN_0914,NWMN_0914,conserved hypothetical protein
BAF67187.1,3820.19115,0.299629234,0.348776096,0.859087643,0.390292164,6.15E-01,AP009351.1,1013499,1014320,+,memB,NWMN_0915,naphthoate synthase
BAF67188.1,12.17804107,-0.483784754,0.466082799,-1.037980279,0.299279236,5.30E-01,AP009351.1,1014559,1014888,-,sspC,NWMN_0916,cysteine protease precursor
BAF67189.1,40.67507315,-0.444721017,0.365180322,-1.217812107,0.223295383,4.50E-01,AP009351.1,1014926,1016107,-,sspB,NWMN_0917,cysteine protease precursor
BAF67190.1,21.6919924,-1.015055263,0.398989898,-2.544062563,0.010957146,6.60E-02,AP009351.1,1016189,1017199,-,sspA,NWMN_0918,V8 protease%2C glutamyl endopeptidase precursor
BAF67191.1,881.6947772,-0.23632585,0.150803992,-1.567106055,0.117089904,3.12E-01,AP009351.1,1017727,1018881,-,NWMN_0919,NWMN_0919,aminotransferase%2C class I
BAF67192.1,479.8343216,0.554572981,0.292834555,1.893809908,0.058250246,2.04E-01,AP009351.1,1019077,1020087,-,NWMN_0920,NWMN_0920,conserved hypothetical protein
BAF67193.1,91.28596581,0.050008674,0.349628036,0.143033936,0.886263379,9.42E-01,AP009351.1,1020240,1020659,+,NWMN_0921,NWMN_0921,ATL autolysin transcriptional regulator
BAF67194.1,369.4125907,0.534752872,0.282528037,1.892742674,0.058392098,2.04E-01,AP009351.1,1020866,1024636,-,atl,NWMN_0922,bifunctional autolysin precursor
BAF67195.1,23.15097593,0.83345623,0.424679535,1.962553319,0.049698099,1.87E-01,AP009351.1,1024864,1025298,-,NWMN_0923,NWMN_0923,acetyltransferase%2C GNAT family protein
BAF67196.1,222.7780643,0.027532357,0.222022775,0.124006903,0.901309809,9.47E-01,AP009351.1,1025453,1025923,-,NWMN_0924,NWMN_0924,conserved hypothetical protein
BAF67197.1,975.9296338,-0.496851099,0.355823236,-1.396342475,0.162611389,3.79E-01,AP009351.1,1025971,1027188,-,NWMN_0925,NWMN_0925,conserved hypothetical protein
BAF67198.1,222.5460582,-0.309105733,0.203820768,-1.516556611,0.129378667,3.32E-01,AP009351.1,1027639,1028832,+,NWMN_0926,NWMN_0926,autolysis and methicillin resistant-related protein FmtA
BAF67199.1,524.9198316,0.072211436,0.275745085,0.261877508,0.793415881,8.88E-01,AP009351.1,1029369,1029659,-,qoxD,NWMN_0927,quinol oxidase polypeptide IV
BAF67200.1,5937.529028,-0.082824914,0.212283325,-0.390162129,0.696416664,8.35E-01,AP009351.1,1029656,1030261,-,qoxC,NWMN_0928,quinol oxidase polypeptide III
BAF67201.1,9436.895217,-0.279731076,0.151256681,-1.849379968,0.064402966,2.17E-01,AP009351.1,1030251,1032239,-,qoxB,NWMN_0929,quinol oxidase polypeptide I QoxB
BAF67202.1,11319.66821,-0.577986853,0.475526344,-1.215467578,0.224187807,4.51E-01,AP009351.1,1032239,1033339,-,qoxA,NWMN_0930,quinol oxidase polypeptide II QoxA
BAF67203.1,1882.813246,0.20952278,0.388242429,0.539669971,0.589424653,7.63E-01,AP009351.1,1033911,1034228,-,NWMN_0931,NWMN_0931,conserved hypothetical protein
BAF67204.1,1258.045149,-0.514099789,0.286172995,-1.796465069,0.072420583,2.33E-01,AP009351.1,1035034,1035894,-,folD,NWMN_0932,FolD bifunctional protein
BAF67205.1,48.00905101,0.065592212,0.312239303,0.210070326,0.833612785,9.12E-01,AP009351.1,1036095,1036577,+,purE,NWMN_0933,phosphoribosylaminoimidazole carboxylase catalytic subunit
BAF67206.1,51.78774783,-0.233382894,0.374346093,-0.623441513,0.532994425,7.28E-01,AP009351.1,1036564,1037688,+,purK,NWMN_0934,phosphoribosylaminoimidazole carboxylase%2C ATPase subunit
BAF67207.1,16.70896284,-0.450223311,0.420912907,-1.069635316,0.284783492,5.15E-01,AP009351.1,1037692,1038396,+,purC,NWMN_0935,phosphoribosylaminoimidazole-succinocarboxamide synthase
BAF67208.1,33.05031538,-0.837131315,0.406188455,-2.060943155,0.039308464,1.60E-01,AP009351.1,1038661,1039332,+,purQ,NWMN_0936,phosphoribosylformylglycinamidine synthase I
BAF67209.1,119.7633614,-1.220759822,0.433831633,-2.813902283,0.00489441,3.67E-02,AP009351.1,1039325,1041514,+,purL,NWMN_0937,phosphoribosylformylglycinamidine synthase II
BAF67210.1,77.64406727,-0.991318587,0.460218594,-2.154016811,0.031238854,1.37E-01,AP009351.1,1041493,1042977,+,purF,NWMN_0938,amidophosphoribosyltransferase precursor
BAF67211.1,59.41829275,-0.822694696,0.391616454,-2.100766422,0.035661475,1.51E-01,AP009351.1,1042970,1043998,+,purM,NWMN_0939,phosphoribosylformylglycinamidine cyclo-ligase
BAF67212.1,43.50335773,-0.579614506,0.436148576,-1.328938205,0.183868358,4.05E-01,AP009351.1,1044001,1044567,+,purN,NWMN_0940,phosphoribosylglycinamide formyltransferase
BAF67213.1,209.0761803,-0.762837358,0.461701352,-1.652231154,0.098487438,2.82E-01,AP009351.1,1044582,1046060,+,purH,NWMN_0941,bifunctional purine biosynthesis protein
BAF67214.1,391.3300989,0.096824457,0.182830591,0.529585648,0.596399247,7.67E-01,AP009351.1,1046082,1047329,+,purD,NWMN_0942,phosphoribosylamine-glycine ligase
BAF67215.1,144.8342252,-0.181077697,0.224116932,-0.807960807,0.419113145,6.39E-01,AP009351.1,1047594,1048415,-,NWMN_0943,NWMN_0943,conserved hypothetical protein
BAF67216.1,347.3436247,-0.489117608,0.368293011,-1.328066496,0.184156141,4.05E-01,AP009351.1,1048393,1049793,-,NWMN_0944,NWMN_0944,conserved hypothetical protein
BAF67217.1,162.9121888,-0.040239825,0.220910712,-0.182154251,0.855461675,9.25E-01,AP009351.1,1049808,1050383,-,NWMN_0945,NWMN_0945,conserved hypothetical protein
BAF67218.1,4121.304882,-0.081518043,0.164678256,-0.495014001,0.620590238,7.83E-01,AP009351.1,1051190,1052485,+,NWMN_0946,NWMN_0946,conserved hypothetical protein
BAF67219.1,315.6751102,-0.624847072,0.314183269,-1.988798045,0.046723499,1.79E-01,AP009351.1,1052910,1054082,+,NWMN_0947,NWMN_0947,conserved hypothetical protein
BAF67220.1,576.951927,-1.495484788,0.320704898,-4.66311802,3.11E-06,7.01E-05,AP009351.1,1054136,1054678,+,NWMN_0948,NWMN_0948,conserved hypothetical protein
BAF67221.1,4319.694811,-0.978159266,0.373143689,-2.621401073,0.008756917,5.60E-02,AP009351.1,1054832,1055098,+,NWMN_0949,NWMN_0949,histidine-containing phosphocarrier protein
BAF67222.1,12032.55307,-0.846445436,0.369611722,-2.290093592,0.022015892,1.09E-01,AP009351.1,1055101,1056819,+,NWMN_0950,NWMN_0950,phosphoenolpyruvate-protein phosphatase
BAF67223.1,56.89316793,0.127589992,0.418149597,0.305130014,0.760267132,8.74E-01,AP009351.1,1057056,1057289,-,nrdH,NWMN_0951,redoxin faimily protein NrdH
BAF67224.1,5628.573705,-0.857317132,0.21926396,-3.909977416,9.23E-05,1.33E-03,AP009351.1,1057487,1058848,+,cydA,NWMN_0952,cytochrome D ubiquinol oxidase%2C subunit I
